Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID,ReadTimeStamp,Accepted
"Buxmann, P.",6603259233,Network effects on standard software markets: A simulation model to examine pricing strategies,2001,"Proceedings from the 2nd IEEE Conference on Standardization and Innovation in Information Technology, SIIT 2001",,, 968572,229,240,,10.0,10.1109/SIIT.2001.968572,https://www.scopus.com/inward/record.url?eid=2-s2.0-84954127933&partnerID=40&md5=20bed3876a72c43da8e84dfb90013b26,Conference Paper,Final,,Scopus,2-s2.0-84954127933,1574448815.0,False
"Simpkins, S.D., Paulo, E.P., Whitaker, L.R.",57197478208; 6603725364; 7102614088,Case study in modeling and simulation validation methodology,2001,Winter Simulation Conference Proceedings,1,, 97,758,766,,10.0,10.1109/WSC.2001.977364,https://www.scopus.com/inward/record.url?eid=2-s2.0-0035694514&partnerID=40&md5=6650203a55e30b43a63f3c25b928a9d5,Article,Final,,Scopus,2-s2.0-0035694514,1574448822.0,False
"Ma, T., Abdulhai, B.",56322701200; 6602001620,Genetic algorithm-based combinatorial parametric optimization for the calibration of microscopic traffic simulation models,2001,"IEEE Conference on Intelligent Transportation Systems, Proceedings, ITSC",,,,848,853,,10.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-0034784444&partnerID=40&md5=ef28208993d698e2815d65afb86c2ccf,Conference Paper,Final,,Scopus,2-s2.0-0034784444,1574448828.0,True
"Kim, K.-O., Rilett, L.R.",7409318910; 7004260892,Genetic-algorithm-based approach for calibrating microscopic simulation models,2001,"IEEE Conference on Intelligent Transportation Systems, Proceedings, ITSC",,,,698,704,,10.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-0034780202&partnerID=40&md5=0eaf5a9e005503fbc65b7c138917f665,Conference Paper,Final,,Scopus,2-s2.0-0034780202,1574448836.0,False
"Yan, Y., Challapali, K.",57198951812; 6603161875,A system for the automatic extraction of 3-D facial feature points for face model calibration,2000,IEEE International Conference on Image Processing,2,,,223,226,,10.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-0034441262&partnerID=40&md5=eb7383641ca7cc30d8b5f3f0ed509244,Conference Paper,Final,,Scopus,2-s2.0-0034441262,1574448840.0,False
"De Jong, W.M.",57209464929,Cost-effective use of evaluation models: an empirical cross-national investigation,2000,International Journal of Technology Management,19,3,,368,383,,10.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-0033885869&partnerID=40&md5=5e66808d13485c4794bef60a05b68001,Article,Final,,Scopus,2-s2.0-0033885869,1574448843.0,False
"Heh, J.-S.",6701626736,Evaluation model of problem solving,1999,Mathematical and Computer Modelling,30,11-12,,197,211,,10.0,10.1016/S0895-7177(99)00208-3,https://www.scopus.com/inward/record.url?eid=2-s2.0-0033486154&partnerID=40&md5=fdee5f44715cd0eea3800a62301ec431,Article,Final,Open Access,Scopus,2-s2.0-0033486154,1574448845.0,False
"Csukás, B., Balogh, S.",7004179668; 7005310106,Combining genetic programming with generic simulation models in evolutionary synthesis,1998,Computers in Industry,36,3,,181,197,,10.0,10.1016/S0166-3615(98)00071-2,https://www.scopus.com/inward/record.url?eid=2-s2.0-0032089495&partnerID=40&md5=be1c4af367c7e5627371f0e7ca65314d,Article,Final,,Scopus,2-s2.0-0032089495,1574448848.0,False
"Zlatareva, N.P.",6601979968,"A framework for verification, validation, and refinement of knowledge bases: The VVR system",1994,International Journal of Intelligent Systems,9,8,,703,737,,10.0,10.1002/int.4550090805,https://www.scopus.com/inward/record.url?eid=2-s2.0-0028485845&partnerID=40&md5=07fafaa01c0eac9a07b3719d24917e44,Article,Final,,Scopus,2-s2.0-0028485845,1574449018.0,False
"Gurunathan, S., Feher, K.",35619779400; 7101679022,Multipath simulation models for mobile radio channels,1992,IEEE Vehicular Technology Conference,1992-May,, 245456,131,134,,10.0,10.1109/VETEC.1992.245456,https://www.scopus.com/inward/record.url?eid=2-s2.0-84872002764&partnerID=40&md5=d76da4ce60b92ffde18717590f9844c4,Conference Paper,Final,,Scopus,2-s2.0-84872002764,1574449020.0,False
"Hall, Thomas E., Giannakis, Georgios B.",56427465500; 36049280600,Texture model validation using higher-order statistics,1991,"Proceedings - ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing",4,,,2673,2676,,10.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-0026374906&partnerID=40&md5=03ff3dd317f8c50a9eef4df1846016cd,Conference Paper,Final,,Scopus,2-s2.0-0026374906,1574449022.0,False
"Benzaken, V.",55968380800,An evaluation model for clustering strategies in the 0<inf>2</inf> object-oriented database system,1990,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),470 LNCS,,,126,140,,10.0,10.1007/3-540-53507-1_74,https://www.scopus.com/inward/record.url?eid=2-s2.0-84955597313&partnerID=40&md5=923a8383ecd2a22061f093a532e35496,Conference Paper,Final,,Scopus,2-s2.0-84955597313,1574449026.0,False
"Findler, Nicholas V., Mazur, Neal M.",7006454429; 7102590540,System for automatic model verification and validation,1989,Transactions of the Society for Computer Simulation,6,3,,153,172,,10.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-0024704029&partnerID=40&md5=e5d41e6231faa04c4c1ef61bd9663d89,Article,Final,,Scopus,2-s2.0-0024704029,1574449035.0,True
"Odum, H.T.",7003991652,Simulation models of ecological economics developed with energy language methods,1989,Simulation,53,2,,69,75,,10.0,10.1177/003754978905300205,https://www.scopus.com/inward/record.url?eid=2-s2.0-0024716654&partnerID=40&md5=26374e0326851083bc4abc1297d12221,Article,Final,,Scopus,2-s2.0-0024716654,1574449040.0,False
"Gipps, P.G.",6603939694,The role of computer graphics in validating simulation models,1986,Mathematics and Computers in Simulation,28,4,,285,289,,10.0,10.1016/0378-4754(86)90049-2,https://www.scopus.com/inward/record.url?eid=2-s2.0-38249041295&partnerID=40&md5=f0d1a1ba7d0ffe04e013f57d91e550f6,Article,Final,,Scopus,2-s2.0-38249041295,1574449046.0,True
"Nance, Richard E.",7005431044,TUTORIAL VIEW OF SIMULATION MODEL DEVELOPMENT.,1983,Winter Simulation Conference Proceedings,1,,,325,331,,10.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-0020934466&partnerID=40&md5=86b34430863820599a9c9b356f0cc0f8,Conference Paper,Final,,Scopus,2-s2.0-0020934466,1574449048.0,False
"MoCluskey, E.J.",57203207920,Verification testing,1982,Proceedings - Design Automation Conference,,,,495,500,,10.0,10.1109/DAC.1982.1585544,https://www.scopus.com/inward/record.url?eid=2-s2.0-0006867950&partnerID=40&md5=aca7167be45c737f4435714a3dcdec8e,Conference Paper,Final,,Scopus,2-s2.0-0006867950,1574449050.0,False
"Plaisted, D.A.",7003358057,"Fast verification, testing, and generation of large primes",1979,Theoretical Computer Science,9,1,,1,16,,10.0,10.1016/0304-3975(79)90002-1,https://www.scopus.com/inward/record.url?eid=2-s2.0-49249143540&partnerID=40&md5=ae0dbaaa7ddd3dedd7b277065b3f79f0,Article,Final,Open Access,Scopus,2-s2.0-49249143540,1574449053.0,False
"Kullu, K., Güdükbay, U., Manocha, D.",39861577700; 35517853300; 35452853100,ACMICS: an agent communication model for interacting crowd simulation,2017,Autonomous Agents and Multi-Agent Systems,31,6,,1403,1423,,9.0,10.1007/s10458-017-9366-8,https://www.scopus.com/inward/record.url?eid=2-s2.0-85019229069&partnerID=40&md5=773de049f794a9edba4fef87a9a703b9,Article,Final,,Scopus,2-s2.0-85019229069,1574449062.0,True
"Collis, J., Connor, A.J., Paczkowski, M., Kannan, P., Pitt-Francis, J., Byrne, H.M., Hubbard, M.E.",56624207300; 55613513500; 57193580672; 12244370200; 6506773089; 7005568690; 7103057064,"Bayesian Calibration, Validation and Uncertainty Quantification for Predictive Modelling of Tumour Growth: A Tutorial",2017,Bulletin of Mathematical Biology,79,4,,939,974,,9.0,10.1007/s11538-017-0258-5,https://www.scopus.com/inward/record.url?eid=2-s2.0-85015032175&partnerID=40&md5=db501bda18352d9a1a5be5863fdf4506,Article,Final,,Scopus,2-s2.0-85015032175,1574449067.0,False
"Ma, Z., Sun, J., Wang, Y.",56840999200; 56298538800; 36607259500,A two-dimensional simulation model for modelling turning vehicles at mixed-flow intersections,2017,Transportation Research Part C: Emerging Technologies,75,,,103,119,,9.0,10.1016/j.trc.2016.12.005,https://www.scopus.com/inward/record.url?eid=2-s2.0-85007188890&partnerID=40&md5=227651c2d33b7eeb840070f0168e010a,Article,Final,,Scopus,2-s2.0-85007188890,1574449074.0,False
"Beyer, D., Lemberger, T.",55170129200; 57191832713,Software verification: Testing vs. model checking: A comparative evaluation of the state of the art,2017,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10629 LNCS,,,99,114,,9.0,10.1007/978-3-319-70389-3_7,https://www.scopus.com/inward/record.url?eid=2-s2.0-85034619145&partnerID=40&md5=026770ca47b79bddcd8dbf3aa2913659,Conference Paper,Final,,Scopus,2-s2.0-85034619145,1574449077.0,False
"Lindenschmidt, K.-E.",6603585811,Using stage frequency distributions as objective functions for model calibration and global sensitivity analyses,2017,Environmental Modelling and Software,92,,,169,175,,9.0,10.1016/j.envsoft.2017.02.027,https://www.scopus.com/inward/record.url?eid=2-s2.0-85014487901&partnerID=40&md5=b0d9c9c913599a61919040b8dd22e0ee,Article,Final,,Scopus,2-s2.0-85014487901,1574449080.0,False
"Kolanjiyil, A.V., Kleinstreuer, C.",55931822500; 7006337415,Computationally efficient analysis of particle transport and deposition in a human whole-lung-airway model. Part I: Theory and model validation,2016,Computers in Biology and Medicine,79,,,193,204,,9.0,10.1016/j.compbiomed.2016.10.020,https://www.scopus.com/inward/record.url?eid=2-s2.0-84994226685&partnerID=40&md5=416d63aa69769e89310e1a039a934286,Article,Final,,Scopus,2-s2.0-84994226685,1574449085.0,False
"Mochiyama, H.",6603542009,Model validation of discretized spatial closed elastica,2016,IEEE International Conference on Intelligent Robots and Systems,2016-November,, 7759767,5216,5223,,9.0,10.1109/IROS.2016.7759767,https://www.scopus.com/inward/record.url?eid=2-s2.0-85006375539&partnerID=40&md5=5c3e7370a60c8079b03c39d7e799d0cd,Conference Paper,Final,,Scopus,2-s2.0-85006375539,1574449088.0,False
"Polacsek, T.",49362189400,"Validation, accreditation or certification: A new kind of diagram to provide confidence",2016,Proceedings - International Conference on Research Challenges in Information Science,2016-August,, 7549297,,,,9.0,10.1109/RCIS.2016.7549297,https://www.scopus.com/inward/record.url?eid=2-s2.0-84987608715&partnerID=40&md5=b2aa8638474c612e05ca146640365e3b,Conference Paper,Final,,Scopus,2-s2.0-84987608715,1574449093.0,True
"Iannone, R., Miranda, S., Prisco, L., Riemma, S., Sarno, D.",35269179500; 16070283100; 56429307100; 6603300716; 36667432100,Proposal for a flexible discrete event simulation model for assessing the daily operation decisions in a Ro-Ro terminal,2016,Simulation Modelling Practice and Theory,61,,,28,46,,9.0,10.1016/j.simpat.2015.11.005,https://www.scopus.com/inward/record.url?eid=2-s2.0-84954304726&partnerID=40&md5=665aa5129f53abfd6247dc40c488be23,Article,Final,,Scopus,2-s2.0-84954304726,1574449100.0,False
"Papamakarios, G., Murray, I.",35117861000; 7101898351,Fast e-free inference of simulation models with Bayesian conditional density estimation,2016,Advances in Neural Information Processing Systems,,,,1036,1044,,9.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85019208224&partnerID=40&md5=602e6288ffc067f0fb3a4e54cae2e2dc,Conference Paper,Final,,Scopus,2-s2.0-85019208224,1574449118.0,True
"Dai, Y., Zhu, X., Chen, L.S.",57145642000; 57189097328; 57189100171,A mechanical-hydraulic virtual prototype co-simulation model for a seabed remotely operated vehicle,2016,International Journal of Simulation Modelling,15,3,,532,541,,9.0,10.2507/IJSIMM15(3)CO11,https://www.scopus.com/inward/record.url?eid=2-s2.0-85016306192&partnerID=40&md5=3c35d6fe53e862d41453404ed3a0ee34,Article,Final,Open Access,Scopus,2-s2.0-85016306192,1574449122.0,False
"Wen, T., Lyu, X., Kirkwood, D., Chen, L., Constantinou, C., Roberts, C.",57205179086; 57007959500; 57000058800; 57192610241; 7006591347; 15825643500,Co-simulation Testing of Data Communication System Supporting CBTC,2015,"IEEE Conference on Intelligent Transportation Systems, Proceedings, ITSC",2015-October,, 7313520,2665,2670,,9.0,10.1109/ITSC.2015.428,https://www.scopus.com/inward/record.url?eid=2-s2.0-84950292862&partnerID=40&md5=c51a8ad7418d8cbf3b8a2fb0b3c13fcc,Conference Paper,Final,,Scopus,2-s2.0-84950292862,1574449125.0,False
"Purevsuren, T., Elias, J.J., Kim, K., Kim, Y.H.",55863974500; 7202670332; 34770545100; 16240607000,Dynamic simulation of tibial tuberosity realignment: model evaluation,2015,Computer Methods in Biomechanics and Biomedical Engineering,18,14,,1606,1610,,9.0,10.1080/10255842.2014.936857,https://www.scopus.com/inward/record.url?eid=2-s2.0-84920669216&partnerID=40&md5=19be55ae71670ea0e74a5ee0cc0e74f6,Article,Final,,Scopus,2-s2.0-84920669216,1574449128.0,False
"Kowalow, D., Patan, M., Paszke, W., Romanek, A.",56440143800; 22433363700; 6602647840; 56439930900,Sequential design for model calibration in iterative learning control of DC motor,2015,"2015 20th International Conference on Methods and Models in Automation and Robotics, MMAR 2015",,, 7283977,794,799,,9.0,10.1109/MMAR.2015.7283977,https://www.scopus.com/inward/record.url?eid=2-s2.0-84964509893&partnerID=40&md5=c97a068ba1db4aa2ccb48011cfe8bc2d,Conference Paper,Final,,Scopus,2-s2.0-84964509893,1574449131.0,False
"Endrerud, O.-E.V., Liyanage, J.P., Keseric, N.",56483290200; 6602343032; 16047762200,Marine logistics decision support for operation and maintenance of offshore wind parks with a multi method simulation model,2015,Proceedings - Winter Simulation Conference,2015-January,, 7020021,1712,1722,,9.0,10.1109/WSC.2014.7020021,https://www.scopus.com/inward/record.url?eid=2-s2.0-84940517461&partnerID=40&md5=c6fe31f6a4139a63de26ffccd957d68c,Conference Paper,Final,,Scopus,2-s2.0-84940517461,1574449135.0,False
"Burduk, A., Jagodziński, M.",15031310600; 55135357100,Assessment of production system stability with the use of the FMEA analysis and simulation models,2015,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),9375 LNCS,,,216,223,,9.0,10.1007/978-3-319-24834-9_26,https://www.scopus.com/inward/record.url?eid=2-s2.0-84983613485&partnerID=40&md5=e1304c406c1253b5632a8ae998eb9c53,Conference Paper,Final,,Scopus,2-s2.0-84983613485,1574449138.0,False
"Nourozieh, H., Ranjbar, E., Kumar, A.",35220573700; 37020511500; 57209569501,Modelling of non-condensable gas injection in SAGD process - Important mechanisms and their impact on field scale simulation models,2015,"Society of Petroleum Engineers - SPE Canada Heavy Oil Technical Conference 2015, CHOC 2015",,,,780,794,,9.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84973561113&partnerID=40&md5=b3e6d2cccc9887cc887129c32a8cdb17,Conference Paper,Final,,Scopus,2-s2.0-84973561113,1574449149.0,False
"Hora, J., Campos, P.",56395440700; 46460906700,A review of performance criteria to validate simulation models,2015,Expert Systems,32,5,,578,595,,9.0,10.1111/exsy.12111,https://www.scopus.com/inward/record.url?eid=2-s2.0-84944278572&partnerID=40&md5=e76f9e318ebab2c549c09487440119fe,Article,Final,,Scopus,2-s2.0-84944278572,1574449176.0,False
"Huang, J., Li, X., Cao, Y., Zhang, Q., Liu, W.",55927279800; 24923082400; 7404523611; 56892953700; 55210013200,Battery energy storage power supply simulation model for power grid frequency regulation,2015,Dianli Xitong Zidonghua/Automation of Electric Power Systems,39,18,,20,24 and 74,,9.0,10.7500/AEPS20141012002,https://www.scopus.com/inward/record.url?eid=2-s2.0-84943416608&partnerID=40&md5=501e4d7499c891eafe2822f6fb3df8a9,Article,Final,,Scopus,2-s2.0-84943416608,1574449179.0,False
"Zhao, Y.-R., Yu, K.-Q., He, Y.",46961558400; 56043133800; 36079131500,Hyperspectral Imaging Coupled with Random Frog and Calibration Models for Assessment of Total Soluble Solids in Mulberries,2015,Journal of Analytical Methods in Chemistry,2015,, 343782,,,,9.0,10.1155/2015/343782,https://www.scopus.com/inward/record.url?eid=2-s2.0-84942779966&partnerID=40&md5=7c2c79228573bc72d7e915c49bfdbaab,Article,Final,Open Access,Scopus,2-s2.0-84942779966,1574449183.0,False
"Vasconcelos, L., Seco, Á., Silva, A.B.",55366641700; 7004434111; 57197742918,Hybrid calibration of microscopic simulation models,2014,Advances in Intelligent Systems and Computing,262,,,307,320,,9.0,10.1007/978-3-319-04630-3_23,https://www.scopus.com/inward/record.url?eid=2-s2.0-84904358126&partnerID=40&md5=6a5b435a95b3d891db5fc4d24c107b3d,Article,Final,,Scopus,2-s2.0-84904358126,1574449187.0,False
"Weerakkody, R., Mrak, M., Baroncini, V., Ohm, J.-R., Tan, T.K., Sullivan, G.J.",36447648100; 6603450348; 6602245181; 7006046112; 12753758400; 7202322255,Verification testing of HEVC compression performance for UHD video,2014,"2014 IEEE Global Conference on Signal and Information Processing, GlobalSIP 2014",,, 7032288,1083,1087,,9.0,10.1109/GlobalSIP.2014.7032288,https://www.scopus.com/inward/record.url?eid=2-s2.0-84949929175&partnerID=40&md5=f1b9160e5b35ffea0ab2e5006c1c1ad2,Conference Paper,Final,,Scopus,2-s2.0-84949929175,1574449191.0,False
"Aksyonov, K., Bykov, E., Aksyonova, O.",14053425800; 26031314200; 23984175800,Real time simulation models integrated into the corporate information systems,2014,"Proceedings of the 33rd Chinese Control Conference, CCC 2014",,, 6896121,6810,6813,,9.0,10.1109/ChiCC.2014.6896121,https://www.scopus.com/inward/record.url?eid=2-s2.0-84907921327&partnerID=40&md5=1568627bc40e3c32d79087b9deffaabc,Conference Paper,Final,,Scopus,2-s2.0-84907921327,1574449194.0,False
